Loan_ID,Borrower_Name,Loan_Amount,Outstanding_Balance,Risk_Rating,Loan_Type,Origination_Date,Maturity_Date,Interest_Rate,Current_Status,Borrower_Industry,Credit_Score,Annual_Income,LTV_Ratio,Collateral_Type,Country,State,Reporting_Date
LN000174,Borrower_174,496234,63501,Low,Mortgage,2015-06-23,2025-06-23,13.74,Delinquent,Technology,405,317840,0.84,Inventory,USA,PA,2024-06-22
LN000175,Borrower_175,380396,146338,High,Personal,2015-06-24,2025-06-24,8.23,Default,Manufacturing,456,489427,0.27,Real Estate,France,FL,2024-06-23
LN000176,Borrower_176,144182,302566,Medium,Personal,2015-06-25,2025-06-25,8.0,Current,Technology,406,385534,0.36,None,Canada,GA,2024-06-24
LN000177,Borrower_177,477525,167280,Medium,Commercial,2015-06-26,2025-06-26,4.69,Delinquent,Finance,532,295946,0.5,Real Estate,UK,MI,2024-06-25
LN000178,Borrower_178,163338,122544,Low,Personal,2015-06-27,2025-06-27,14.61,Delinquent,Healthcare,495,126826,0.77,None,Germany,PA,2024-06-26
LN000179,Borrower_179,189064,425429,Medium,Auto,2015-06-28,2025-06-28,5.16,Delinquent,Retail,501,213583,0.75,Real Estate,Canada,CA,2024-06-27
LN000180,Borrower_180,219020,139439,High,Commercial,2015-06-29,2025-06-29,4.89,Default,Retail,408,176422,0.4,Real Estate,USA,TX,2024-06-28
LN000181,Borrower_181,103806,256230,High,Personal,2015-06-30,2025-06-30,10.76,Default,Finance,842,436693,0.56,Real Estate,Canada,CA,2024-06-29
LN000182,Borrower_182,405126,473242,Low,Auto,2015-07-01,2025-07-01,5.54,Current,Technology,340,78624,0.31,None,USA,PA,2024-06-30
LN000183,Borrower_183,378133,36362,High,Personal,2015-07-02,2025-07-02,14.23,Delinquent,Retail,363,377462,0.79,Real Estate,Canada,FL,2024-07-01
LN000184,Borrower_184,95982,251449,Low,Mortgage,2015-07-03,2025-07-03,2.64,Current,Manufacturing,714,217663,0.28,Equipment,Germany,NY,2024-07-02
LN000185,Borrower_185,126626,314732,Low,Commercial,2015-07-04,2025-07-04,2.57,Default,Manufacturing,671,112477,0.84,Real Estate,France,GA,2024-07-03
LN000186,Borrower_186,124176,170357,High,Mortgage,2015-07-05,2025-07-05,8.81,Delinquent,Technology,663,47790,0.94,Real Estate,UK,PA,2024-07-04
LN000187,Borrower_187,398422,127683,High,Commercial,2015-07-06,2025-07-06,8.6,Delinquent,Manufacturing,535,170481,0.99,Equipment,Canada,CA,2024-07-05
LN000188,Borrower_188,223126,257157,High,Commercial,2015-07-07,2025-07-07,4.54,Current,Healthcare,770,225915,0.87,Real Estate,Canada,TX,2024-07-06
LN000189,Borrower_189,223969,206827,High,Mortgage,2015-07-08,2025-07-08,8.68,Delinquent,Finance,799,286428,0.3,Equipment,Germany,MI,2024-07-07
LN000190,Borrower_190,127409,203918,High,Commercial,2015-07-09,2025-07-09,7.65,Default,Retail,722,45420,0.47,Real Estate,Germany,GA,2024-07-08
LN000191,Borrower_191,28419,299451,High,Commercial,2015-07-10,2025-07-10,13.63,Current,Finance,487,190423,0.18,None,UK,GA,2024-07-09
LN000192,Borrower_192,448852,489383,High,Personal,2015-07-11,2025-07-11,2.62,Current,Technology,839,341569,0.25,None,Canada,IL,2024-07-10
LN000193,Borrower_193,258618,343424,Medium,Auto,2015-07-12,2025-07-12,14.7,Delinquent,Finance,702,85171,0.14,Equipment,Germany,FL,2024-07-11
LN000194,Borrower_194,250310,414083,Low,Mortgage,2015-07-13,2025-07-13,10.3,Default,Retail,793,315029,0.68,None,France,IL,2024-07-12
LN000195,Borrower_195,55015,319667,Low,Personal,2015-07-14,2025-07-14,4.4,Delinquent,Retail,533,165431,0.58,Inventory,USA,NY,2024-07-13
LN000196,Borrower_196,253550,478377,High,Personal,2015-07-15,2025-07-15,3.08,Current,Technology,791,486459,0.93,None,USA,TX,2024-07-14
LN000197,Borrower_197,127096,400594,Low,Mortgage,2015-07-16,2025-07-16,9.23,Current,Retail,830,229674,0.52,None,Germany,GA,2024-07-15
LN000198,Borrower_198,112059,216757,High,Commercial,2015-07-17,2025-07-17,5.44,Default,Manufacturing,611,328978,0.68,Equipment,UK,MI,2024-07-16
LN000199,Borrower_199,190340,108669,Medium,Mortgage,2015-07-18,2025-07-18,6.26,Current,Finance,412,293371,0.46,Inventory,Germany,FL,2024-07-17
LN000200,Borrower_200,115687,209030,Low,Auto,2015-07-19,2025-07-19,5.56,Default,Healthcare,800,394485,0.85,Equipment,Germany,NY,2024-07-18
LN000201,Borrower_201,355083,159998,Low,Auto,2015-07-20,2025-07-20,10.63,Delinquent,Healthcare,643,279485,0.93,Inventory,USA,TX,2024-07-19
LN000202,Borrower_202,416357,104215,Medium,Mortgage,2015-07-21,2025-07-21,9.42,Default,Healthcare,657,341535,0.49,Inventory,Germany,FL,2024-07-20
LN000203,Borrower_203,216428,99707,Medium,Personal,2015-07-22,2025-07-22,3.47,Delinquent,Technology,425,99568,0.17,Equipment,UK,FL,2024-07-21
LN000204,Borrower_204,110878,407396,Medium,Mortgage,2015-07-23,2025-07-23,9.08,Delinquent,Healthcare,381,144117,0.25,None,USA,NY,2024-07-22
LN000205,Borrower_205,207982,93837,Low,Auto,2015-07-24,2025-07-24,12.39,Current,Finance,551,79520,0.75,Real Estate,USA,PA,2024-07-23
LN000206,Borrower_206,454260,381214,Low,Mortgage,2015-07-25,2025-07-25,3.51,Delinquent,Retail,681,322712,0.39,Inventory,USA,GA,2024-07-24
LN000207,Borrower_207,203286,431147,Medium,Commercial,2015-07-26,2025-07-26,13.62,Current,Manufacturing,398,388851,0.81,Equipment,France,MI,2024-07-25
LN000208,Borrower_208,254002,418230,Medium,Mortgage,2015-07-27,2025-07-27,9.73,Default,Healthcare,751,215012,0.77,None,Canada,CA,2024-07-26
LN000209,Borrower_209,255396,246847,Medium,Personal,2015-07-28,2025-07-28,14.38,Default,Healthcare,323,80524,0.72,Inventory,Germany,OH,2024-07-27
LN000210,Borrower_210,169899,228544,Medium,Commercial,2015-07-29,2025-07-29,4.35,Delinquent,Healthcare,716,480352,0.83,Equipment,France,TX,2024-07-28
LN000211,Borrower_211,454036,343016,Medium,Auto,2015-07-30,2025-07-30,14.92,Default,Manufacturing,652,132043,0.78,Inventory,Germany,PA,2024-07-29
LN000212,Borrower_212,329767,452718,High,Mortgage,2015-07-31,2025-07-31,10.55,Delinquent,Finance,372,309855,0.67,Equipment,UK,CA,2024-07-30
LN000213,Borrower_213,479950,350880,Medium,Personal,2015-08-01,2025-08-01,9.59,Default,Healthcare,814,311848,0.1,Real Estate,Canada,MI,2024-07-31
LN000214,Borrower_214,342594,268614,High,Personal,2015-08-02,2025-08-02,8.94,Delinquent,Retail,329,355903,0.56,Inventory,Germany,FL,2024-08-01
LN000215,Borrower_215,360570,228467,Low,Auto,2015-08-03,2025-08-03,2.8,Delinquent,Technology,749,146076,0.64,Real Estate,Germany,PA,2024-08-02
LN000216,Borrower_216,384989,147025,Low,Mortgage,2015-08-04,2025-08-04,14.25,Default,Manufacturing,779,419165,0.96,Equipment,Canada,TX,2024-08-03
LN000217,Borrower_217,420515,236652,High,Personal,2015-08-05,2025-08-05,10.55,Default,Finance,756,309961,0.69,Real Estate,UK,NY,2024-08-04
LN000218,Borrower_218,48585,432723,Medium,Commercial,2015-08-06,2025-08-06,3.65,Default,Retail,326,461519,0.62,Real Estate,UK,CA,2024-08-05
LN000219,Borrower_219,376369,356113,Low,Mortgage,2015-08-07,2025-08-07,2.76,Default,Manufacturing,655,381349,0.59,Equipment,Germany,NC,2024-08-06
LN000220,Borrower_220,69044,92493,Medium,Auto,2015-08-08,2025-08-08,3.13,Delinquent,Manufacturing,318,401172,0.19,Equipment,Canada,MI,2024-08-07
LN000221,Borrower_221,440773,269667,Medium,Commercial,2015-08-09,2025-08-09,10.12,Delinquent,Technology,827,124309,0.48,Real Estate,USA,PA,2024-08-08
LN000222,Borrower_222,447296,218995,High,Mortgage,2015-08-10,2025-08-10,10.18,Default,Technology,569,112415,0.22,Equipment,USA,FL,2024-08-09
LN000223,Borrower_223,114556,189262,Low,Personal,2015-08-11,2025-08-11,8.75,Default,Finance,445,64829,0.15,None,France,GA,2024-08-10
LN000224,Borrower_224,7693,441977,Low,Auto,2015-08-12,2025-08-12,6.33,Current,Healthcare,841,270599,0.4,Equipment,Canada,OH,2024-08-11
LN000225,Borrower_225,493219,294313,High,Auto,2015-08-13,2025-08-13,9.15,Delinquent,Technology,448,453302,0.68,Equipment,UK,NY,2024-08-12
LN000226,Borrower_226,362403,46641,Medium,Mortgage,2015-08-14,2025-08-14,8.95,Delinquent,Finance,482,46726,0.88,Real Estate,France,PA,2024-08-13
LN000227,Borrower_227,248307,155062,Medium,Auto,2015-08-15,2025-08-15,2.74,Default,Manufacturing,341,162296,0.83,None,UK,FL,2024-08-14
LN000228,Borrower_228,205235,30661,Low,Commercial,2015-08-16,2025-08-16,6.03,Current,Healthcare,464,81976,0.37,Inventory,France,PA,2024-08-15
LN000229,Borrower_229,30939,145491,High,Mortgage,2015-08-17,2025-08-17,3.16,Default,Retail,393,36024,0.14,Real Estate,UK,MI,2024-08-16
LN000230,Borrower_230,447141,277601,High,Commercial,2015-08-18,2025-08-18,13.75,Delinquent,Manufacturing,513,383792,0.46,None,Germany,GA,2024-08-17
LN000231,Borrower_231,441157,330744,Medium,Auto,2015-08-19,2025-08-19,11.57,Delinquent,Finance,487,63627,0.38,Inventory,UK,TX,2024-08-18
LN000232,Borrower_232,157906,104619,Medium,Auto,2015-08-20,2025-08-20,14.95,Current,Retail,387,237114,0.43,Inventory,Canada,CA,2024-08-19
LN000233,Borrower_233,23047,339246,High,Auto,2015-08-21,2025-08-21,6.28,Default,Manufacturing,757,471210,0.6,None,France,NC,2024-08-20
LN000234,Borrower_234,293249,34085,Low,Commercial,2015-08-22,2025-08-22,13.48,Current,Technology,771,229029,0.13,Inventory,USA,OH,2024-08-21
LN000235,Borrower_235,80766,98064,Medium,Auto,2015-08-23,2025-08-23,10.04,Default,Finance,353,95342,0.43,Inventory,Germany,OH,2024-08-22
LN000236,Borrower_236,413923,182726,High,Mortgage,2015-08-24,2025-08-24,8.16,Current,Retail,671,467711,0.6,None,UK,TX,2024-08-23
LN000237,Borrower_237,420192,400346,High,Personal,2015-08-25,2025-08-25,5.28,Default,Technology,816,199567,0.49,None,USA,IL,2024-08-24
LN000238,Borrower_238,49262,106723,High,Mortgage,2015-08-26,2025-08-26,11.73,Default,Retail,664,49399,0.7,None,France,NC,2024-08-25
LN000239,Borrower_239,392261,134114,Low,Personal,2015-08-27,2025-08-27,13.8,Default,Healthcare,336,90346,0.27,Real Estate,Germany,MI,2024-08-26
LN000240,Borrower_240,290920,333278,Medium,Auto,2015-08-28,2025-08-28,5.44,Delinquent,Healthcare,418,333449,0.24,None,Germany,TX,2024-08-27
LN000241,Borrower_241,166152,306126,Medium,Mortgage,2015-08-29,2025-08-29,4.69,Default,Finance,708,487420,0.38,Real Estate,Germany,MI,2024-08-28
LN000242,Borrower_242,133376,492638,Medium,Commercial,2015-08-30,2025-08-30,11.2,Delinquent,Retail,662,448999,0.19,Real Estate,USA,TX,2024-08-29
LN000243,Borrower_243,465058,328329,Low,Personal,2015-08-31,2025-08-31,14.71,Current,Healthcare,668,47511,0.31,None,France,FL,2024-08-30
LN000244,Borrower_244,459589,34477,Medium,Commercial,2015-09-01,2025-09-01,11.87,Default,Manufacturing,452,339140,0.18,Inventory,UK,TX,2024-08-31
LN000245,Borrower_245,142848,115161,Medium,Personal,2015-09-02,2025-09-02,6.06,Delinquent,Manufacturing,622,109289,0.46,Real Estate,France,IL,2024-09-01
LN000246,Borrower_246,97787,315853,Medium,Auto,2015-09-03,2025-09-03,7.75,Current,Healthcare,593,228186,0.74,Real Estate,Germany,MI,2024-09-02
LN000247,Borrower_247,132948,160788,Medium,Mortgage,2015-09-04,2025-09-04,7.3,Default,Healthcare,779,23081,0.36,Inventory,France,IL,2024-09-03
LN000248,Borrower_248,60016,341281,Low,Personal,2015-09-05,2025-09-05,13.15,Current,Finance,777,322336,0.1,Inventory,UK,OH,2024-09-04
LN000249,Borrower_249,407690,299162,High,Mortgage,2015-09-06,2025-09-06,12.14,Delinquent,Finance,747,165132,0.6,Equipment,France,FL,2024-09-05
LN000250,Borrower_250,456269,140133,High,Personal,2015-09-07,2025-09-07,9.86,Delinquent,Manufacturing,429,113747,0.72,Equipment,Germany,NC,2024-09-06
LN000251,Borrower_251,26959,140681,Medium,Personal,2015-09-08,2025-09-08,5.94,Default,Technology,641,293110,0.45,Real Estate,Germany,CA,2024-09-07
LN000252,Borrower_252,141602,298515,Medium,Auto,2015-09-09,2025-09-09,14.22,Delinquent,Retail,566,370353,0.37,None,UK,PA,2024-09-08
LN000253,Borrower_253,230928,242422,Medium,Personal,2015-09-10,2025-09-10,10.67,Delinquent,Technology,637,68982,0.54,Real Estate,Canada,IL,2024-09-09
LN000254,Borrower_254,386245,346165,Low,Commercial,2015-09-11,2025-09-11,14.63,Current,Finance,774,36132,0.19,Real Estate,France,MI,2024-09-10
LN000255,Borrower_255,270892,415021,Medium,Personal,2015-09-12,2025-09-12,9.75,Default,Technology,714,392607,0.68,Real Estate,Germany,MI,2024-09-11
LN000256,Borrower_256,233576,271001,Low,Personal,2015-09-13,2025-09-13,12.76,Default,Finance,590,110095,0.76,Inventory,France,NY,2024-09-12
LN000257,Borrower_257,496314,143692,Medium,Personal,2015-09-14,2025-09-14,12.66,Default,Technology,471,236421,0.73,Inventory,UK,MI,2024-09-13
LN000258,Borrower_258,18545,9177,Medium,Auto,2015-09-15,2025-09-15,6.72,Current,Manufacturing,738,297365,0.4,None,USA,TX,2024-09-14
LN000259,Borrower_259,394803,424327,High,Mortgage,2015-09-16,2025-09-16,14.55,Delinquent,Finance,600,428948,0.86,Equipment,USA,CA,2024-09-15
LN000260,Borrower_260,464415,252842,Medium,Mortgage,2015-09-17,2025-09-17,2.77,Default,Manufacturing,448,213001,0.95,None,Germany,NC,2024-09-16
LN000261,Borrower_261,170838,351722,Low,Auto,2015-09-18,2025-09-18,12.11,Default,Technology,564,305798,0.37,Inventory,UK,FL,2024-09-17
LN000262,Borrower_262,340674,478397,High,Commercial,2015-09-19,2025-09-19,14.57,Current,Healthcare,394,303347,0.34,None,UK,NC,2024-09-18
LN000263,Borrower_263,360701,90941,Low,Commercial,2015-09-20,2025-09-20,6.74,Current,Healthcare,716,298364,0.73,Inventory,France,MI,2024-09-19
LN000264,Borrower_264,66087,259121,High,Auto,2015-09-21,2025-09-21,10.6,Default,Retail,556,253519,0.74,Real Estate,Germany,IL,2024-09-20
LN000265,Borrower_265,494055,12826,Low,Mortgage,2015-09-22,2025-09-22,9.53,Default,Healthcare,814,206144,0.56,Equipment,USA,OH,2024-09-21
LN000266,Borrower_266,73840,145962,High,Commercial,2015-09-23,2025-09-23,12.02,Current,Retail,649,332504,0.93,Inventory,UK,MI,2024-09-22
LN000267,Borrower_267,123451,345572,Low,Auto,2015-09-24,2025-09-24,13.33,Current,Technology,504,128646,0.23,Inventory,UK,TX,2024-09-23
LN000268,Borrower_268,452600,127044,Low,Mortgage,2015-09-25,2025-09-25,10.04,Current,Retail,643,381695,0.53,Equipment,USA,OH,2024-09-24
LN000269,Borrower_269,318149,190103,Medium,Commercial,2015-09-26,2025-09-26,12.7,Current,Retail,764,408888,0.13,Real Estate,France,OH,2024-09-25
LN000270,Borrower_270,444792,338164,High,Commercial,2015-09-27,2025-09-27,6.4,Delinquent,Retail,838,388427,0.15,Real Estate,France,GA,2024-09-26
LN000271,Borrower_271,44353,6495,High,Auto,2015-09-28,2025-09-28,5.36,Delinquent,Manufacturing,328,343162,0.15,None,France,TX,2024-09-27
LN000272,Borrower_272,198075,29481,Medium,Mortgage,2015-09-29,2025-09-29,7.88,Default,Retail,675,70552,0.54,Real Estate,France,PA,2024-09-28
LN000273,Borrower_273,219283,143339,Low,Commercial,2015-09-30,2025-09-30,10.97,Delinquent,Finance,404,155278,0.63,Inventory,Germany,OH,2024-09-29
LN000274,Borrower_274,319877,381041,Low,Auto,2015-10-01,2025-10-01,4.84,Current,Technology,633,323425,0.1,Inventory,France,GA,2024-09-30
LN000275,Borrower_275,70318,237774,High,Commercial,2015-10-02,2025-10-02,11.0,Default,Manufacturing,368,457887,0.67,None,France,FL,2024-10-01
LN000276,Borrower_276,246025,138815,Low,Mortgage,2015-10-03,2025-10-03,7.43,Current,Finance,406,24858,0.54,Equipment,Germany,FL,2024-10-02
LN000277,Borrower_277,487690,449016,High,Personal,2015-10-04,2025-10-04,12.44,Delinquent,Technology,401,354833,0.3,Inventory,UK,IL,2024-10-03
LN000278,Borrower_278,421880,104475,High,Commercial,2015-10-05,2025-10-05,2.96,Current,Manufacturing,561,470243,0.11,Real Estate,Canada,NC,2024-10-04
LN000279,Borrower_279,72172,180845,Low,Mortgage,2015-10-06,2025-10-06,10.85,Default,Technology,588,252600,0.24,Real Estate,France,IL,2024-10-05
LN000280,Borrower_280,221688,320186,Low,Commercial,2015-10-07,2025-10-07,10.62,Delinquent,Healthcare,436,113100,0.64,Inventory,Canada,NY,2024-10-06
LN000281,Borrower_281,261951,50476,Low,Personal,2015-10-08,2025-10-08,14.26,Default,Technology,789,292150,0.69,Inventory,USA,MI,2024-10-07
LN000282,Borrower_282,98264,224177,Medium,Personal,2015-10-09,2025-10-09,11.42,Delinquent,Healthcare,366,370184,0.68,Real Estate,Canada,MI,2024-10-08
LN000283,Borrower_283,251458,291696,High,Commercial,2015-10-10,2025-10-10,12.45,Current,Healthcare,450,275331,0.24,None,USA,GA,2024-10-09
LN000284,Borrower_284,293880,197314,Low,Auto,2015-10-11,2025-10-11,13.81,Default,Technology,577,354760,0.92,Inventory,Canada,TX,2024-10-10
LN000285,Borrower_285,230281,439988,Medium,Commercial,2015-10-12,2025-10-12,10.94,Delinquent,Healthcare,511,405366,0.47,Inventory,France,PA,2024-10-11
LN000286,Borrower_286,117859,437946,Low,Mortgage,2015-10-13,2025-10-13,6.13,Delinquent,Manufacturing,649,139415,0.79,Equipment,Canada,NC,2024-10-12
LN000287,Borrower_287,379325,161020,High,Auto,2015-10-14,2025-10-14,13.37,Delinquent,Healthcare,446,390080,0.25,None,UK,GA,2024-10-13
LN000288,Borrower_288,399070,208383,Medium,Mortgage,2015-10-15,2025-10-15,11.84,Delinquent,Retail,664,257432,0.52,Equipment,Canada,FL,2024-10-14
LN000289,Borrower_289,357228,70093,High,Mortgage,2015-10-16,2025-10-16,7.81,Current,Manufacturing,527,377127,0.57,Inventory,USA,GA,2024-10-15
LN000290,Borrower_290,436839,70123,Low,Auto,2015-10-17,2025-10-17,11.38,Current,Manufacturing,589,438528,0.79,Real Estate,UK,PA,2024-10-16
LN000291,Borrower_291,274536,17535,Low,Personal,2015-10-18,2025-10-18,13.35,Delinquent,Manufacturing,629,414396,0.66,Real Estate,Canada,FL,2024-10-17
LN000292,Borrower_292,322824,329634,Low,Mortgage,2015-10-19,2025-10-19,14.7,Current,Retail,694,364943,0.46,Inventory,USA,PA,2024-10-18
LN000293,Borrower_293,262426,47562,Medium,Commercial,2015-10-20,2025-10-20,14.4,Current,Retail,438,190679,0.35,Inventory,USA,PA,2024-10-19
LN000294,Borrower_294,182789,382186,Medium,Personal,2015-10-21,2025-10-21,6.57,Delinquent,Retail,723,201646,0.98,Equipment,France,FL,2024-10-20
LN000295,Borrower_295,223164,257323,Medium,Personal,2015-10-22,2025-10-22,7.77,Current,Retail,552,476206,0.36,Real Estate,USA,NC,2024-10-21
LN000296,Borrower_296,318003,352224,Medium,Auto,2015-10-23,2025-10-23,3.87,Default,Retail,715,104772,0.22,Real Estate,UK,IL,2024-10-22
LN000297,Borrower_297,130657,259916,Low,Commercial,2015-10-24,2025-10-24,5.59,Default,Finance,806,252338,0.37,Equipment,Germany,NY,2024-10-23
LN000298,Borrower_298,240167,190607,Low,Commercial,2015-10-25,2025-10-25,13.53,Current,Finance,645,294423,0.39,None,USA,GA,2024-10-24
LN000299,Borrower_299,162381,231063,Low,Personal,2015-10-26,2025-10-26,7.01,Delinquent,Retail,479,338826,0.22,Real Estate,UK,OH,2024-10-25
LN000300,Borrower_300,485671,42269,Medium,Mortgage,2015-10-27,2025-10-27,10.26,Default,Manufacturing,513,471002,0.74,Equipment,Germany,IL,2024-10-26
LN000301,Borrower_301,199806,81674,Medium,Mortgage,2015-10-28,2025-10-28,10.82,Current,Healthcare,737,89042,0.66,None,Canada,IL,2024-10-27
LN000302,Borrower_302,75467,305606,Low,Commercial,2015-10-29,2025-10-29,12.27,Current,Healthcare,779,208023,0.38,Real Estate,USA,PA,2024-10-28
LN000303,Borrower_303,188734,397343,Low,Personal,2015-10-30,2025-10-30,4.79,Delinquent,Finance,452,43892,0.99,Inventory,France,MI,2024-10-29
LN000304,Borrower_304,103506,286291,Medium,Personal,2015-10-31,2025-10-31,6.31,Delinquent,Retail,712,421655,0.69,Equipment,Canada,TX,2024-10-30
LN000305,Borrower_305,114751,439744,High,Personal,2015-11-01,2025-11-01,8.1,Current,Technology,422,39362,0.73,None,France,MI,2024-10-31
LN000306,Borrower_306,386050,78095,Low,Auto,2015-11-02,2025-11-02,7.06,Delinquent,Healthcare,542,250873,0.6,Equipment,UK,TX,2024-11-01
LN000307,Borrower_307,410904,245172,Low,Commercial,2015-11-03,2025-11-03,14.79,Default,Healthcare,605,177813,0.6,None,UK,NC,2024-11-02
LN000308,Borrower_308,292486,201003,Low,Commercial,2015-11-04,2025-11-04,12.94,Default,Manufacturing,435,40571,0.12,None,Germany,IL,2024-11-03
LN000309,Borrower_309,173229,91925,Medium,Mortgage,2015-11-05,2025-11-05,8.5,Current,Healthcare,458,97781,0.79,Real Estate,France,IL,2024-11-04
LN000310,Borrower_310,466079,67381,Low,Mortgage,2015-11-06,2025-11-06,13.49,Current,Finance,451,406595,0.92,None,UK,CA,2024-11-05
LN000311,Borrower_311,373452,100468,Low,Commercial,2015-11-07,2025-11-07,6.85,Delinquent,Retail,755,345044,0.21,Equipment,France,NY,2024-11-06
LN000312,Borrower_312,450299,243330,Low,Commercial,2015-11-08,2025-11-08,12.32,Default,Retail,633,434543,0.82,Equipment,UK,TX,2024-11-07
LN000313,Borrower_313,111081,326893,Low,Mortgage,2015-11-09,2025-11-09,5.3,Delinquent,Healthcare,762,300075,0.58,Real Estate,France,NC,2024-11-08
LN000314,Borrower_314,463949,432888,Low,Commercial,2015-11-10,2025-11-10,12.15,Current,Technology,768,181307,0.36,Inventory,Germany,FL,2024-11-09
LN000315,Borrower_315,94045,14731,High,Mortgage,2015-11-11,2025-11-11,8.21,Current,Finance,325,169446,0.93,None,Canada,OH,2024-11-10
LN000316,Borrower_316,39698,387791,High,Commercial,2015-11-12,2025-11-12,3.84,Current,Healthcare,465,210240,0.12,None,USA,OH,2024-11-11
LN000317,Borrower_317,115078,448728,Low,Auto,2015-11-13,2025-11-13,5.92,Current,Finance,665,313847,0.35,Real Estate,UK,GA,2024-11-12
LN000318,Borrower_318,347767,492874,Low,Auto,2015-11-14,2025-11-14,7.53,Current,Technology,738,219754,0.9,Real Estate,France,FL,2024-11-13
LN000319,Borrower_319,27671,52024,Low,Personal,2015-11-15,2025-11-15,11.87,Current,Finance,396,362094,0.53,Real Estate,UK,TX,2024-11-14
